id,Analytical thinking,Systemic thinking,Adaptability,Focus
10692,5.0,5.0,4.0,5.0
10479,3.0,4.0,5.0,4.0
10680,4.0,4.0,4.0,4.0
10793,5.0,4.0,5.0,4.0
10070,5.0,5.0,5.0,5.0
10136,4.0,5.0,5.0,4.0
10307,5.0,5.0,4.0,4.0
10849,4.0,4.0,5.0,4.0
10714,4.0,4.0,4.0,4.0
10633,5.0,4.0,5.0,3.0
10580,3.0,4.0,4.0,4.0
10481,1.0,1.0,1.0,1.0
10063,5.0,5.0,4.0,4.0
10822,4.0,4.0,4.0,4.0
10359,3.0,4.0,5.0,4.0
10585,5.0,4.0,3.0,4.0
10801,5.0,4.0,4.0,5.0
10299,4.0,4.0,4.0,5.0
10350,4.0,4.0,5.0,4.0
10362,5.0,5.0,4.0,4.0
10237,4.0,4.0,5.0,4.0
10351,4.0,4.0,5.0,4.0
10695,4.0,4.0,5.0,4.0
10672,5.0,4.0,4.0,5.0
10298,3.0,4.0,4.0,4.0
10086,3.0,4.0,4.0,4.0
10913,4.0,4.0,4.0,4.0
10432,4.0,3.0,5.0,5.0
10290,5.0,4.0,4.0,5.0
10107,3.0,3.0,4.0,4.0
10969,4.0,4.0,4.0,4.0
10254,5.0,4.0,5.0,5.0
10215,4.0,5.0,5.0,5.0
10544,4.0,5.0,5.0,5.0
10319,5.0,4.0,5.0,5.0
10525,5.0,4.0,5.0,5.0
10630,5.0,5.0,6.0,5.0
10953,5.0,4.0,5.0,4.0
10749,5.0,4.0,5.0,4.0
10534,5.0,4.0,5.0,5.0
10827,4.0,5.0,4.0,4.0
10798,4.0,4.0,4.0,4.0
10514,4.0,4.0,4.0,4.0
10055,5.0,4.0,4.0,4.0
10497,4.0,3.0,4.0,5.0
10218,4.0,4.0,4.0,5.0
10486,5.0,4.0,5.0,5.0
10072,4.0,4.0,4.0,5.0
10527,4.0,4.0,5.0,5.0
10044,3.0,4.0,5.0,4.0
10261,5.0,4.0,5.0,5.0
10209,5.0,5.0,5.0,3.0
10678,5.0,4.0,5.0,4.0
10493,4.0,4.0,5.0,4.0
10442,4.0,4.0,4.0,4.0
10277,4.0,4.0,4.0,4.0
10423,4.0,4.0,5.0,4.0
10231,6.0,5.0,5.0,4.0
10718,5.0,4.0,5.0,4.0
10947,6.0,4.0,5.0,5.0
10757,4.0,4.0,5.0,5.0
10660,5.0,4.0,5.0,5.0
10655,4.0,4.0,5.0,4.0
10309,4.0,5.0,4.0,4.0
10453,5.0,4.0,5.0,3.0
10703,5.0,4.0,5.0,4.0
10636,4.0,4.0,5.0,4.0
10916,5.0,4.0,5.0,5.0
10213,3.0,4.0,4.0,4.0
10482,5.0,5.0,5.0,5.0
10060,4.0,4.0,4.0,5.0
10687,4.0,4.0,5.0,4.0
10713,4.0,4.0,4.0,4.0
10429,4.0,4.0,4.0,4.0
10139,4.0,4.0,5.0,5.0
10781,4.0,4.0,4.0,5.0
10605,4.0,4.0,4.0,4.0
10280,4.0,4.0,5.0,4.0
10311,3.0,4.0,5.0,4.0
10615,4.0,4.0,5.0,4.0
10450,5.0,4.0,4.0,4.0
10110,4.0,1.0,5.0,5.0
10622,5.0,3.0,4.0,3.0
10456,4.0,4.0,5.0,4.0
10316,5.0,5.0,5.0,5.0
10891,4.0,4.0,4.0,4.0
10868,4.0,5.0,4.0,5.0
10198,4.0,4.0,5.0,5.0
10377,4.0,4.0,5.0,4.0
10638,5.0,4.0,5.0,5.0
10617,4.0,4.0,4.0,4.0
10559,4.0,4.0,5.0,4.0
10669,4.0,4.0,3.0,4.0
10137,6.0,3.0,5.0,4.0
10332,5.0,4.0,3.0,4.0
10394,6.0,5.0,5.0,4.0
10184,5.0,4.0,4.0,4.0
10881,4.0,4.0,5.0,3.0
10449,5.0,5.0,5.0,5.0
10788,4.0,4.0,4.0,3.0
10168,4.0,4.0,5.0,4.0
10951,4.0,4.0,5.0,4.0
10382,4.0,5.0,4.0,1.0
10696,4.0,1.0,5.0,5.0
10078,6.0,3.0,5.0,4.0
10029,4.0,5.0,5.0,4.0
10260,5.0,5.0,5.0,4.0
10331,4.0,4.0,5.0,4.0
10859,4.0,4.0,4.0,4.0
10626,4.0,5.0,4.0,4.0
10165,3.0,4.0,5.0,4.0
10731,4.0,4.0,4.0,4.0
10898,5.0,3.0,5.0,5.0
10065,4.0,4.0,4.0,4.0
10141,5.0,4.0,5.0,4.0
10210,4.0,4.0,5.0,4.0
10746,5.0,4.0,3.0,4.0
10292,4.0,4.0,4.0,4.0
10847,4.0,4.0,4.0,4.0
10266,4.0,4.0,4.0,5.0
10371,4.0,5.0,4.0,5.0
10810,5.0,4.0,5.0,5.0
10581,5.0,4.0,6.0,5.0
10900,4.0,4.0,4.0,4.0
10049,5.0,4.0,4.0,2.0
10708,5.0,4.0,4.0,4.0
10904,5.0,4.0,5.0,4.0
10490,4.0,4.0,4.0,4.0
10327,5.0,4.0,5.0,5.0
10879,4.0,5.0,4.0,4.0
10521,4.0,4.0,3.0,5.0
10925,3.0,4.0,5.0,4.0
10968,4.0,4.0,4.0,4.0
10365,4.0,4.0,4.0,4.0
10936,4.0,5.0,4.0,5.0
10033,3.0,3.0,4.0,4.0
10031,4.0,4.0,3.0,4.0
10823,5.0,5.0,4.0,1.0
10192,5.0,4.0,5.0,5.0
10312,4.0,4.0,4.0,4.0
10807,4.0,3.0,4.0,3.0
10552,5.0,5.0,5.0,5.0
10558,5.0,4.0,5.0,4.0
10921,3.0,4.0,4.0,4.0
10109,5.0,4.0,5.0,4.0
10440,5.0,4.0,5.0,4.0
10077,5.0,4.0,5.0,4.0
10783,4.0,5.0,3.0,3.0
10542,5.0,4.0,4.0,5.0
10082,6.0,4.0,5.0,4.0
10361,5.0,4.0,4.0,5.0
10485,4.0,4.0,5.0,4.0
10507,5.0,4.0,5.0,5.0
10628,5.0,5.0,5.0,4.0
10500,5.0,4.0,5.0,4.0
10905,4.0,4.0,5.0,4.0
10002,4.0,4.0,4.0,4.0
10101,5.0,4.0,5.0,5.0
10363,4.0,4.0,4.0,4.0
10451,3.0,3.0,3.0,4.0
10286,5.0,4.0,4.0,4.0
10208,4.0,5.0,5.0,5.0
10265,6.0,4.0,4.0,4.0
10005,4.0,4.0,5.0,4.0
10054,3.0,5.0,5.0,5.0
10715,3.0,4.0,4.0,4.0
10848,4.0,4.0,4.0,3.0
10971,5.0,5.0,5.0,5.0
10436,4.0,5.0,5.0,4.0
10097,6.0,4.0,5.0,5.0
10589,4.0,5.0,5.0,4.0
10204,4.0,4.0,4.0,4.0
10244,5.0,5.0,5.0,4.0
10620,5.0,4.0,5.0,4.0
10934,4.0,4.0,5.0,4.0
10519,3.0,4.0,4.0,4.0
10334,4.0,4.0,4.0,4.0
10845,3.0,4.0,5.0,3.0
10025,4.0,4.0,5.0,4.0
10084,4.0,3.0,3.0,4.0
10010,3.0,4.0,4.0,4.0
10635,3.0,4.0,5.0,5.0
10422,6.0,4.0,5.0,4.0
10795,5.0,4.0,4.0,3.0
10357,5.0,4.0,4.0,4.0
10802,5.0,4.0,5.0,5.0
10529,4.0,4.0,4.0,4.0
10468,5.0,4.0,5.0,4.0
10247,5.0,5.0,4.0,1.0
10118,4.0,6.0,4.0,4.0
10342,4.0,4.0,5.0,5.0
10541,5.0,4.0,4.0,3.0
10250,5.0,4.0,3.0,4.0
10318,5.0,4.0,4.0,4.0
10843,5.0,4.0,5.0,5.0
10196,4.0,4.0,4.0,4.0
10588,4.0,4.0,4.0,4.0
10081,5.0,4.0,5.0,4.0
10352,4.0,4.0,5.0,5.0
10583,5.0,5.0,3.0,5.0
10603,4.0,4.0,4.0,4.0
10239,4.0,4.0,6.0,4.0
10761,4.0,4.0,4.0,4.0
10211,4.0,4.0,5.0,3.0
10930,5.0,5.0,4.0,4.0
10963,4.0,4.0,5.0,4.0
10420,3.0,4.0,4.0,4.0
10227,4.0,4.0,5.0,4.0
10833,4.0,4.0,4.0,4.0
10752,5.0,4.0,4.0,4.0
10907,5.0,4.0,4.0,5.0
10743,5.0,4.0,3.0,4.0
10380,4.0,4.0,3.0,4.0
10478,4.0,4.0,5.0,5.0
10439,4.0,4.0,5.0,4.0
10296,4.0,4.0,5.0,4.0
10344,4.0,4.0,4.0,4.0
10007,5.0,4.0,5.0,4.0
10155,3.0,5.0,3.0,5.0
10526,5.0,5.0,5.0,4.0
10411,5.0,4.0,5.0,4.0
10513,4.0,4.0,6.0,4.0
10837,5.0,5.0,5.0,4.0
10758,4.0,4.0,5.0,4.0
10551,4.0,5.0,5.0,5.0
10433,5.0,4.0,4.0,3.0
10893,4.0,4.0,5.0,5.0
10909,4.0,4.0,4.0,4.0
10889,4.0,4.0,4.0,5.0
10613,4.0,4.0,4.0,4.0
