id,Analytical thinking,Systemic thinking,Adaptability,Focus
10319,5.0,4.0,5.0,5.0
10525,5.0,4.0,4.0,5.0
10630,4.0,5.0,5.0,5.0
10953,5.0,4.0,5.0,4.0
10749,4.0,4.0,4.0,4.0
10534,5.0,4.0,4.0,5.0
10827,3.0,3.0,4.0,3.0
10798,4.0,3.0,4.0,4.0
10514,5.0,5.0,6.0,4.0
10055,5.0,5.0,4.0,4.0
10497,4.0,5.0,5.0,5.0
10218,5.0,4.0,4.0,4.0
10486,5.0,4.0,5.0,5.0
10072,4.0,4.0,4.0,5.0
10527,4.0,4.0,4.0,5.0
10044,6.0,4.0,5.0,4.0
10261,5.0,4.0,5.0,5.0
10209,4.0,4.0,4.0,4.0
10678,5.0,4.0,5.0,5.0
10493,4.0,6.0,6.0,4.0
10442,5.0,5.0,5.0,4.0
10277,4.0,6.0,6.0,4.0
10423,4.0,5.0,5.0,5.0
10231,5.0,5.0,5.0,5.0
10718,4.0,4.0,4.0,4.0
10947,4.0,5.0,5.0,5.0
10757,3.0,3.0,3.0,3.0
10660,4.0,3.0,4.0,5.0
10655,4.0,4.0,1.0,5.0
10309,6.0,6.0,6.0,5.0
10453,5.0,3.0,4.0,4.0
10703,4.0,5.0,4.0,5.0
10636,4.0,4.0,3.0,4.0
10916,3.0,4.0,5.0,5.0
10213,3.0,4.0,4.0,5.0
10482,5.0,5.0,5.0,5.0
10060,3.0,4.0,4.0,4.0
10687,5.0,4.0,4.0,4.0
10713,3.0,5.0,4.0,3.0
10429,4.0,5.0,4.0,4.0
10139,4.0,3.0,4.0,5.0
10781,4.0,4.0,4.0,4.0
10605,4.0,4.0,2.0,2.0
10280,5.0,3.0,4.0,5.0
10311,4.0,4.0,4.0,5.0
10615,4.0,5.0,4.0,5.0
10450,3.0,4.0,5.0,5.0
10110,4.0,4.0,4.0,4.0
10622,5.0,3.0,4.0,4.0
10456,4.0,6.0,6.0,4.0
10316,3.0,3.0,5.0,5.0
10891,4.0,4.0,5.0,3.0
10868,4.0,4.0,3.0,3.0
10198,4.0,4.0,5.0,5.0
10377,3.0,4.0,4.0,5.0
10638,4.0,4.0,4.0,3.0
10617,4.0,5.0,4.0,3.0
10559,4.0,4.0,2.0,2.0
10669,5.0,4.0,3.0,4.0
10137,4.0,4.0,6.0,4.0
10332,5.0,4.0,3.0,4.0
10394,4.0,4.0,5.0,4.0
10184,5.0,4.0,5.0,4.0
10881,5.0,3.0,3.0,3.0
10449,3.0,4.0,6.0,5.0
10788,4.0,4.0,2.0,2.0
10168,4.0,3.0,5.0,5.0
10951,4.0,4.0,2.0,2.0
10382,4.0,3.0,4.0,4.0
10696,4.0,4.0,4.0,5.0
10078,4.0,6.0,6.0,4.0
10029,4.0,4.0,4.0,4.0
10260,5.0,4.0,5.0,5.0
10331,3.0,4.0,4.0,5.0
10859,4.0,5.0,4.0,5.0
10626,3.0,4.0,4.0,3.0
10165,4.0,4.0,3.0,4.0
10731,4.0,4.0,2.0,4.0
10898,5.0,5.0,5.0,5.0
10065,5.0,5.0,6.0,5.0
10141,4.0,4.0,4.0,4.0
10210,4.0,4.0,5.0,5.0
10746,5.0,3.0,3.0,5.0
10292,4.0,4.0,4.0,4.0
10847,3.0,4.0,4.0,5.0
10266,4.0,3.0,4.0,3.0
10371,5.0,5.0,5.0,5.0
10810,4.0,5.0,5.0,5.0
10581,5.0,4.0,6.0,4.0
10900,5.0,4.0,4.0,3.0
10049,5.0,4.0,2.0,2.0
10708,4.0,5.0,6.0,5.0
10904,4.0,4.0,5.0,5.0
10490,3.0,3.0,4.0,5.0
10327,5.0,5.0,5.0,5.0
10879,4.0,4.0,5.0,4.0
10521,3.0,4.0,3.0,5.0
10925,4.0,4.0,3.0,4.0
10968,5.0,4.0,4.0,4.0
10365,3.0,5.0,4.0,3.0
10936,4.0,4.0,4.0,4.0
10033,6.0,3.0,4.0,4.0
10031,3.0,3.0,3.0,4.0
10823,3.0,4.0,6.0,5.0
10192,4.0,5.0,5.0,5.0
10312,6.0,4.0,5.0,4.0
10807,4.0,4.0,5.0,4.0
10552,5.0,5.0,5.0,5.0
10558,4.0,4.0,4.0,3.0
10921,1.0,3.0,5.0,3.0
10109,4.0,4.0,5.0,5.0
10440,3.0,3.0,4.0,5.0
10077,3.0,4.0,5.0,4.0
10783,4.0,4.0,3.0,3.0
10542,4.0,4.0,4.0,4.0
10082,4.0,5.0,5.0,4.0
10361,4.0,4.0,4.0,3.0
10485,4.0,4.0,4.0,4.0
10507,5.0,4.0,5.0,5.0
10628,4.0,5.0,5.0,5.0
10500,5.0,4.0,5.0,4.0
10905,4.0,6.0,4.0,3.0
10002,6.0,4.0,6.0,5.0
10101,4.0,4.0,5.0,4.0
10363,3.0,4.0,4.0,5.0
10451,3.0,4.0,4.0,4.0
10286,4.0,4.0,3.0,4.0
10208,4.0,4.0,4.0,5.0
10265,3.0,5.0,5.0,5.0
10005,5.0,6.0,5.0,4.0
10054,5.0,5.0,3.0,5.0
10715,3.0,4.0,6.0,5.0
10848,4.0,4.0,4.0,4.0
10971,5.0,4.0,5.0,5.0
10436,3.0,3.0,3.0,3.0
10097,4.0,4.0,3.0,4.0
10589,5.0,5.0,6.0,4.0
10204,3.0,4.0,4.0,3.0
10244,4.0,4.0,4.0,3.0
10620,4.0,4.0,4.0,5.0
10934,4.0,4.0,5.0,5.0
10519,3.0,3.0,4.0,3.0
10334,1.0,3.0,5.0,4.0
10845,3.0,3.0,4.0,3.0
10025,4.0,4.0,4.0,4.0
10084,6.0,6.0,6.0,3.0
10010,5.0,4.0,4.0,3.0
10635,3.0,4.0,5.0,4.0
10422,4.0,6.0,5.0,4.0
10795,4.0,3.0,4.0,3.0
10357,4.0,4.0,5.0,5.0
10802,5.0,5.0,5.0,5.0
10529,4.0,4.0,3.0,3.0
10468,5.0,4.0,4.0,5.0
10247,3.0,4.0,6.0,5.0
10118,4.0,6.0,5.0,4.0
10342,4.0,4.0,5.0,5.0
10541,4.0,4.0,4.0,3.0
10250,4.0,4.0,2.0,4.0
10318,3.0,3.0,4.0,3.0
10843,5.0,4.0,5.0,5.0
10196,3.0,3.0,4.0,5.0
10588,4.0,4.0,2.0,2.0
10081,5.0,4.0,5.0,5.0
10352,4.0,4.0,5.0,5.0
10583,6.0,4.0,5.0,3.0
10603,3.0,4.0,4.0,3.0
10239,3.0,3.0,3.0,3.0
10761,6.0,4.0,4.0,3.0
10211,5.0,3.0,3.0,3.0
10930,5.0,4.0,4.0,4.0
10963,4.0,4.0,3.0,3.0
10420,4.0,3.0,3.0,4.0
10227,3.0,4.0,4.0,5.0
10833,4.0,4.0,3.0,3.0
10752,4.0,6.0,5.0,4.0
10907,4.0,4.0,4.0,4.0
10743,4.0,4.0,3.0,4.0
10380,4.0,4.0,4.0,5.0
10478,4.0,4.0,5.0,5.0
10439,4.0,4.0,4.0,4.0
10296,5.0,3.0,3.0,5.0
10344,5.0,6.0,4.0,4.0
10007,4.0,4.0,4.0,4.0
10155,3.0,4.0,4.0,5.0
10526,5.0,4.0,4.0,5.0
10411,4.0,4.0,4.0,4.0
10513,5.0,5.0,5.0,5.0
10837,5.0,5.0,4.0,4.0
10758,4.0,4.0,4.0,4.0
10551,4.0,4.0,4.0,5.0
10433,4.0,4.0,2.0,2.0
10893,4.0,4.0,5.0,5.0
10909,4.0,4.0,4.0,5.0
10889,4.0,4.0,5.0,4.0
10613,4.0,4.0,4.0,5.0
