id,Analytical thinking,Systemic thinking,Adaptability,Focus
10468,4,4,4,5
10247,4,5,5,4
10118,4,4,4,4
10342,4,4,5,4
10541,5,4,5,4
10250,5,4,5,5
10318,4,4,4,5
10843,4,4,5,4
10196,5,4,5,5
10588,4,4,4,3
10081,6,4,5,4
10352,4,4,4,4
10583,4,4,4,4
10603,4,4,4,4
10239,4,4,4,4
10761,4,4,5,4
10211,4,4,5,5
10930,4,4,5,3
10963,4,4,4,4
10420,4,4,4,5
10227,4,4,4,4
10833,5,4,5,4
10752,4,4,5,5
10907,4,4,5,4
10743,4,4,4,4
10380,4,5,4,4
10478,5,4,4,5
10439,4,4,5,5
10296,4,4,5,4
10344,4,4,5,4
10007,5,4,5,4
10155,4,4,5,5
10526,4,4,4,4
10411,5,5,5,4
10513,5,4,5,5
10837,4,4,5,4
10758,4,5,4,4
10551,5,4,4,5
10433,4,1,4,5
10893,4,5,4,5
10909,4,4,5,5
10889,5,4,5,5
10613,5,4,5,4
