id,Analytical thinking,Systemic thinking,Adaptability,Focus
10718,5,4,4,4
10947,4,4,5,4
10757,4,4,4,4
10660,4,4,4,4
10655,4,4,5,5
10309,5,5,5,5
10453,5,4,5,4
10703,4,4,4,4
10636,4,4,3,4
10916,5,4,5,4
10213,4,4,5,4
10482,4,4,5,4
10060,5,4,4,4
10687,5,4,5,4
10713,4,4,4,4
10429,5,4,4,4
10139,5,4,4,4
10781,5,4,5,4
10605,4,4,5,4
10280,5,4,4,4
10311,5,4,4,4
10615,4,4,5,4
10450,4,4,5,4
10110,5,4,5,4
10622,5,4,4,4
10456,5,5,5,4
10316,4,4,5,4
10891,5,4,5,4
10868,5,4,4,4
10198,5,4,5,4
10377,5,4,5,4
10638,5,4,5,4
10617,5,4,4,4
10559,4,4,5,4
10669,4,4,5,4
10137,5,4,5,5
10332,5,4,4,4
10394,4,5,5,5
10184,5,4,5,4
10881,5,4,5,4
10449,5,4,4,4
10788,5,4,4,3
10168,4,4,5,4
10951,5,4,5,5
10382,4,4,4,4
10696,5,4,4,4
10078,5,6,5,4
10029,5,4,4,4
10260,4,4,5,4
10331,4,4,5,4
10859,5,4,5,4
10626,5,4,4,4
10165,4,4,5,4
10731,4,4,4,4
10898,5,4,5,4
10065,5,4,5,4
10141,4,4,4,4
10210,4,4,5,4
10746,5,4,5,4
10292,5,4,4,4
10847,5,4,5,4
10266,4,4,4,4
10371,5,4,5,4
10810,5,4,5,4
10581,5,4,5,4
10900,4,4,5,4
10049,4,4,5,5
10708,5,4,5,5
10904,4,4,5,4
10490,5,4,4,4
10327,5,4,5,4
10879,4,5,5,4
10521,5,4,5,4
10925,4,4,5,4
10968,5,4,4,4
10365,4,4,4,4
10936,4,4,4,4
10033,5,4,4,4
10031,5,4,4,4
10823,4,4,5,4
10192,4,4,5,4
10312,4,4,5,4
10807,4,4,5,4
10552,5,4,5,4
10558,4,4,5,4
10921,4,3,4,4
10109,5,4,5,4
10440,5,4,4,4
10077,5,4,5,4
10783,4,4,5,4
10542,5,4,4,4
10082,5,4,5,4
10361,5,4,5,4
10485,5,4,4,4
10507,5,4,5,4
10628,5,4,5,4
10500,4,4,5,4
10905,5,4,5,5
10002,5,4,5,4
10101,5,4,5,4
10363,5,4,5,4
10451,5,4,4,4
10286,4,4,4,4
10208,4,4,4,4
10265,4,4,4,4
10005,5,4,5,4
10054,4,4,5,4
10715,4,4,5,4
10848,4,4,4,4
10971,5,4,5,4
10436,4,4,4,4
10097,4,4,5,4
10589,5,4,4,4
10204,5,4,4,4
10244,4,4,5,4
10620,5,4,4,4
10934,5,4,5,4
10519,4,4,4,4
10334,4,4,4,4
10845,4,4,4,4
10025,5,4,4,4
10084,5,4,4,4
10010,5,4,5,4
10635,5,4,5,4
10422,5,4,5,4
10795,5,4,5,4
10357,5,4,5,4
10802,5,4,5,4
10529,5,4,4,4
10468,5,4,4,4
10247,4,4,5,4
10118,5,4,5,4
10342,4,4,5,4
10541,5,4,5,5
10250,4,4,4,5
10318,4,4,5,4
10843,5,4,5,4
10196,4,4,4,4
10588,4,4,4,4
10081,5,4,5,4
10352,4,5,5,5
10583,5,4,5,4
10603,5,4,4,4
10239,5,4,5,4
10761,5,4,5,4
10211,5,4,5,4
10930,5,4,5,4
10963,4,4,5,4
10420,4,4,4,4
10227,5,4,5,4
10833,5,4,5,4
10752,5,4,5,4
10907,5,4,5,4
10743,4,4,5,4
10380,5,5,5,4
10478,4,4,5,5
10439,5,4,5,4
10296,4,4,5,4
10344,5,4,5,4
10007,5,4,4,4
10155,5,4,4,4
10526,5,4,4,4
10411,5,4,5,4
10513,5,4,5,5
10837,5,4,5,4
10758,5,4,5,4
10551,5,4,5,4
10433,4,4,5,5
10893,5,4,5,4
10909,4,4,5,4
10889,4,4,4,4
10613,5,4,4,4
